_id,id,name,email,role,Designation,createdAt,password,updatedAt,__v
660feb0a6f3688dd93b4430b,EMP14,Casey Howell,andrew44@example.com,Employee,Data Analyst,15-01-2024 02:12,3_G0Lz!v,,
660feb0a6f3688dd93b44316,EMP25,James Davis,bonniebutler@example.com,Employee,Manager,26-04-2023 10:53,$&8OZEfl,,
660feb0a6f3688dd93b4431d,EMP32,Barbara Burnett,xjimenez@example.com,Employee,Developer,05-12-2020 17:58,2^(*4Grx,,
660feb0a6f3688dd93b44323,EMP38,Joy Turner,jessicajones@example.com,Employee,Developer,11-01-2018 18:10,!Z9ABLcT,,
660feb0a6f3688dd93b44324,EMP39,Becky Kim,jasonlowery@example.net,Employee,Solution Consultant,09-02-2024 07:32,Y&W*9Wh%,,
660feb0a6f3688dd93b44329,EMP44,Marcus Hoffman,wmalone@example.net,Employee,Senior Software Engineer,17-11-2019 13:56,+5SY)QCr,,
660feb0a6f3688dd93b44332,EMP53,Teresa Kelly,dorothylloyd@example.net,Employee,Senior Software Engineer,25-01-2022 02:24,_$$A0E1j,,
660feb0a6f3688dd93b44335,EMP56,Scott Burnett,jwade@example.net,Employee,Developer,05-03-2019 02:24,(AWa3zAy,,
660feb0a6f3688dd93b44336,EMP57,Hannah Mcdaniel,makaylajohnson@example.org,Employee,Data Engineer,22-06-2023 23:59,bN*v0Abt,,
660feb0a6f3688dd93b4433a,EMP61,Christopher Jensen,sandraestrada@example.org,Employee,Solution Consultant,20-10-2020 02:29,_7Es7gKP,,
660feb0a6f3688dd93b4433f,EMP66,Matthew French,idouglas@example.org,Employee,Solution Consultant,12-05-2021 07:21,!J^D7Q!d,,
660feb0a6f3688dd93b44342,EMP69,Philip Wilson,adam72@example.com,Employee,Senior Software Engineer,10-11-2020 16:52,#88Yt4h5,,
660feb0a6f3688dd93b44347,EMP74,Jonathan Park,christopher55@example.com,Employee,Software Engineer,05-03-2020 12:32,_0ixQg_8,,
660feb0a6f3688dd93b4434d,EMP80,Debra Price,mariaburch@example.com,Employee,Software Engineer,03-04-2021 13:16,$1(hfEed,,
660feb0a6f3688dd93b44352,EMP85,Victoria Anthony,mfuentes@example.com,Employee,Solution Enabler,09-09-2018 22:05,p(zL1Gz6,,
660feb0a6f3688dd93b44359,EMP92,Stacy Bailey,elopez@example.net,Employee,Solution Consultant,11-06-2018 04:26,_j8L7q8e,,
660feb0a6f3688dd93b4435c,EMP95,Tina Green,jamessuarez@example.org,Employee,Manager,10-11-2017 00:06,dx#g0Kp^,,
660feb0a6f3688dd93b4435f,EMP98,Makayla Mora,patrick95@example.com,Employee,Solution Enabler,08-12-2023 00:56,%6^4kUkZ,,
660feb0a6f3688dd93b44366,EMP105,Karen Curtis,johncarney@example.org,Employee,Developer,30-03-2019 02:12,$SI1CQii,,
660feb0a6f3688dd93b44368,EMP107,Jonathan Walker,ysloan@example.net,Employee,Data Analyst,16-06-2021 17:24,$27*^Ra1,,
660feb0a6f3688dd93b44369,EMP108,Aaron Estrada,romanjerry@example.org,Employee,Data Engineer,15-12-2017 14:19,#9FNRKf*,,
660feb0a6f3688dd93b4436a,EMP109,Christine Davidson,catherine91@example.com,Employee,Developer,14-02-2020 19:28,G!k79#Gc,,
660feb0a6f3688dd93b4436b,EMP110,Douglas Rodriguez,gentrykimberly@example.org,Employee,Software Engineer,09-06-2017 03:05,(54Kc9Zq,,
660feb0a6f3688dd93b4436d,EMP112,Matthew Harding,kwagner@example.com,Employee,Solution Consultant,06-01-2023 21:06,2!F9CepF,,
660feb0a6f3688dd93b4437b,EMP126,Kyle Rodriguez,cunninghamjohn@example.net,Employee,Manager,23-12-2019 00:31,T%2Co06*,,
660feb0a6f3688dd93b4437c,EMP127,Brad Dixon,taylorkelly@example.net,Employee,Software Engineer,06-09-2022 10:23,eR&U0@Sp,,
660feb0a6f3688dd93b4437f,EMP130,Marissa Smith,william22@example.net,Employee,Data Analyst,05-08-2019 21:39,^2QJGUTg,,
660feb0a6f3688dd93b44383,EMP134,Meredith Miller,lewiskeith@example.net,Employee,Developer,29-11-2018 06:30,o_%#C2Bz,,
660feb0a6f3688dd93b44387,EMP138,Pam Cantu,kristinramos@example.org,Employee,Senior Software Engineer,02-06-2017 05:38,&y9pJcj7,,
660feb0a6f3688dd93b4438a,EMP141,Matthew Griffin,joneskaren@example.net,Employee,Solution Consultant,05-10-2018 12:05,@8^LuSrJ,,
660feb0a6f3688dd93b44390,EMP147,Jennifer Johnson,madeline96@example.net,Employee,Developer,04-05-2018 09:15,D_o2Pgug,,
660feb0a6f3688dd93b4439c,EMP159,Richard Baker,richmichael@example.net,Employee,Data Analyst,28-11-2019 12:00,%0JJ5RZq,,
660feb0a6f3688dd93b4439e,EMP161,Carl Browning,pwaters@example.net,Employee,Developer,20-04-2021 16:05,+172FHqP,,
660feb0a6f3688dd93b4439f,EMP162,Melinda Stone,shariaustin@example.org,Employee,Senior Software Engineer,08-08-2022 22:32,!kY4PGTg,,
660feb0a6f3688dd93b443a3,EMP166,Adam Villanueva,xvilla@example.org,Employee,Senior Software Engineer,13-06-2017 04:50,F@6LzcJ8,,
660feb0a6f3688dd93b443a9,EMP172,Kayla Castro,megan24@example.org,Employee,Senior Software Engineer,14-02-2022 23:19,!4t4JRqj,,
660feb0a6f3688dd93b443aa,EMP173,Tabitha Jarvis,christina77@example.net,Employee,Solution Consultant,04-12-2017 05:43,h*A2UjSr,,
660feb0a6f3688dd93b443af,EMP178,Nathan Robinson,janice25@example.net,Employee,Data Analyst,19-11-2021 08:25,K%7R2sZy,,
660feb0a6f3688dd93b443b0,EMP179,Amy Burns,zesparza@example.com,Employee,Manager,10-08-2022 03:53,%8EJrc96,,
660feb0a6f3688dd93b443be,EMP193,Brandon Park,zwilliamson@example.net,Employee,Data Analyst,03-12-2022 18:21,LG#p4yVi,,
660feb0a6f3688dd93b442c1,INT039,Kiara Weber,candice51@example.com,Intern,Trainee Engineer,2021-01-21T22:33:30,#61EVud+,,
660feb0a6f3688dd93b442c4,INT042,Adam Ford,carolhart@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,Gj#1dMua,,
660feb0a6f3688dd93b442c6,INT044,Allison Howard,eramirez@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,#7WbeakX,,
660feb0a6f3688dd93b442c7,INT045,Sheila Vasquez PhD,reevesangelica@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,_7I%YBem,,
660feb0a6f3688dd93b442c8,INT046,Alexander Glover,valvarez@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,&K8LUe+q,,
660feb0a6f3688dd93b442c9,INT047,Margaret Farrell,hernandezjeremy@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,&)9HX@dK,,
660feb0a6f3688dd93b442cd,INT051,James Jensen Jr.,moralesbeth@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,+8FGcq+c,,
660feb0a6f3688dd93b442d1,INT055,John Moore,laurie59@example.com,Intern,Trainee Engineer,2021-01-21T22:33:30,L*2X2oYV,,
660feb0a6f3688dd93b442d5,INT059,Valerie Harper,zachary16@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,@0H)Eqzk,,
660feb0a6f3688dd93b442d8,INT062,Mckenzie Nguyen,marythomas@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,!E6A_KWi,,
660feb0a6f3688dd93b442db,INT065,Charles Brown,qvasquez@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,#6KJl5gP,,
660feb0a6f3688dd93b442de,INT068,Henry Diaz,christinewise@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,&7(PiaOj,,
660feb0a6f3688dd93b442e0,INT070,Michelle Jones,ataylor@example.com,Intern,Trainee Engineer,2021-01-21T22:33:30,!1A(mtCH,,
660feb0a6f3688dd93b442e4,INT074,Steven Ward,robert16@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,z6@k5Zj7,,
660feb0a6f3688dd93b442e8,INT078,Ronald Peterson,jeffrey10@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,^*9BSsH^,,
660feb0a6f3688dd93b442e9,INT079,Dawn Bryant,bbowman@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,z4T(4pAo,,
660feb0a6f3688dd93b442ea,INT080,Thomas Palmer,richard22@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,nl@$5IXe,,
660feb0a6f3688dd93b442eb,INT081,Brent Jones,valeriemendez@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,!t8!g3Fx,,
660feb0a6f3688dd93b442ee,INT084,Joseph Barnes,rhendrix@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,_i5SbRrh,,
660feb0a6f3688dd93b442f1,INT087,Laura Carter,angelrobertson@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,R_@4EC$s,,
660feb0a6f3688dd93b442f6,INT092,Vanessa Washington,gardnercory@example.org,Intern,Trainee Engineer,2021-01-21T22:33:30,^f4ERDbQ,,
660feb0a6f3688dd93b442fb,INT097,Joshua Hayes,wintersoscar@example.net,Intern,Trainee Engineer,2021-01-21T22:33:30,@9_zsBKm,,
660feb0a6f3688dd93b44302,EMP5,Joanna Martin,leeanthony@example.org,Employee,Data Analyst,14-10-2022 08:12,P$V9Xg@q,,
660feb0a6f3688dd93b44308,EMP11,Lori Sellers,fcross@example.com,Employee,Manager,18-04-2022 01:11,#8EjXLFR,,
660feb0a6f3688dd93b4430d,EMP16,Amy Mercer,lori57@example.org,Employee,Data Analyst,19-12-2017 05:16,B%63TJpo,,
660feb0a6f3688dd93b44310,EMP19,Samantha Phillips,rickydouglas@example.org,Employee,Software Engineer,18-03-2022 11:58,%U74ZdCz,,
660feb0a6f3688dd93b44314,EMP23,Cody Chambers,chawkins@example.com,Employee,Senior Software Engineer,24-07-2021 04:25,C%p3TkzN,,
660feb0a6f3688dd93b44317,EMP26,Kelly Lozano,ugarrett@example.com,Employee,Developer,13-04-2017 05:25,#@9CJitU,,
660feb0a6f3688dd93b44319,EMP28,Kimberly Frank,ashleysandoval@example.net,Employee,Developer,05-04-2023 01:25,%82Essz1,,
660feb0a6f3688dd93b4431c,EMP31,Thomas Moon,gonzalesrhonda@example.com,Employee,Senior Software Engineer,24-05-2023 09:26,p#3JKpgC,,
660feb0a6f3688dd93b4431f,EMP34,Aaron Nelson,iscott@example.org,Employee,Developer,09-10-2019 21:40,oF#T2bOo,,
660feb0a6f3688dd93b44320,EMP35,Krista Murphy,campbelljulie@example.com,Employee,Solution Enabler,11-10-2023 18:17,!B0kLapo,,
660feb0a6f3688dd93b44322,EMP37,Tonya Stephenson,ygrant@example.com,Employee,Manager,03-10-2019 23:11,*&_lN3Oz,,
660feb0a6f3688dd93b44326,EMP41,Diana Dodson,ymckenzie@example.org,Employee,Data Analyst,07-04-2018 19:56,+9YqUD_z,,
660feb0a6f3688dd93b44327,EMP42,Jordan Evans,janecampbell@example.com,Employee,Software Engineer,02-11-2017 08:34,l@#0Qatv,,
660feb0a6f3688dd93b4432b,EMP46,Pamela Garner,gregoryrodgers@example.net,Employee,Data Analyst,22-11-2019 11:19,mL*$3!Hx,,
660feb0a6f3688dd93b44331,EMP52,Robyn Smith,collinsmatthew@example.com,Employee,Developer,30-09-2021 00:25,k@7FDPpu,,
660feb0a6f3688dd93b44333,EMP54,Carlos Davidson,brent48@example.net,Employee,Developer,18-03-2023 22:20,@Z2&9^Gb,,
660feb0a6f3688dd93b4433b,EMP62,Kevin Elliott,zmatthews@example.com,Employee,Developer,17-05-2018 16:58,nz#S3IUe,,
660feb0a6f3688dd93b4433c,EMP63,Kenneth Clarke,fwebb@example.com,Employee,Software Engineer,02-05-2022 05:19,Q$F3M^gK,,
660feb0a6f3688dd93b4433d,EMP64,Jennifer Allen,benjaminhenry@example.org,Employee,Data Engineer,14-11-2019 01:01,%8wTdlP6,,
660feb0a6f3688dd93b44349,EMP76,Steven Ross,lamberttracy@example.com,Employee,Software Engineer,27-09-2017 21:17,(J3KBt+r,,
660feb0a6f3688dd93b4434b,EMP78,Crystal Oneal,gregorycastillo@example.com,Employee,Senior Software Engineer,21-07-2021 03:57,+6R8dgsL,,
660feb0a6f3688dd93b4434e,EMP81,David Lloyd,shermanchristina@example.org,Employee,Manager,03-01-2023 23:55,MD$G1qLc,,
660feb0a6f3688dd93b44355,EMP88,Kyle Hawkins,andersonnicole@example.com,Employee,Developer,19-04-2017 12:50,9%P5YLcz,,
660feb0a6f3688dd93b44356,EMP89,Yvonne Williams,johnsonmelanie@example.net,Employee,Senior Software Engineer,07-01-2024 10:39,P__$e8Kl,,
660feb0a6f3688dd93b44357,EMP90,Marco Bennett,johncollins@example.com,Employee,Data Analyst,14-05-2020 07:38,_N*v7ZPp,,
660feb0a6f3688dd93b44358,EMP91,Paul Roman,antoniomiller@example.com,Employee,Senior Software Engineer,22-09-2019 13:30,V_S2E2yP,,
660feb0a6f3688dd93b4435e,EMP97,Robert Pope,alevine@example.net,Employee,Data Engineer,29-08-2019 07:14,2#)AL0Kn,,
660feb0a6f3688dd93b44362,EMP101,Eric Brady,carolyncarroll@example.org,Employee,Software Engineer,08-12-2022 17:02,!(20MESf,,
660feb0a6f3688dd93b44367,EMP106,Jennifer Smith DVM,ngibson@example.net,Employee,Senior Software Engineer,16-09-2020 22:42,3Yc@_2Hu,,
660feb0a6f3688dd93b4436e,EMP113,Erica Pearson,gregorygray@example.org,Employee,Developer,19-03-2022 05:34,Mf#8(4Sd,,
660feb0a6f3688dd93b44377,EMP122,Julie Keller,william64@example.org,Employee,Developer,02-02-2022 21:26,$8bjPW8v,,
660feb0a6f3688dd93b44378,EMP123,Joshua Sloan,michaelcross@example.net,Employee,Data Engineer,30-08-2018 20:03,ZX!!8VZk,,
660feb0a6f3688dd93b44382,EMP133,Mallory Norman,rebecca27@example.org,Employee,Senior Software Engineer,03-04-2023 23:12,$kc9KC%s,,
660feb0a6f3688dd93b44385,EMP136,Anna Steele,churchanna@example.org,Employee,Data Analyst,06-11-2021 12:47,j*8z4MVv,,
660feb0a6f3688dd93b44388,EMP139,Jeremy Sanchez,wendyjones@example.com,Employee,Data Analyst,22-06-2021 17:14,h^#_4Iu*,,
660feb0a6f3688dd93b44392,EMP149,Paul Brown,stevensmith@example.net,Employee,Data Engineer,07-07-2020 16:39,&$4(I9Qt,,
660feb0a6f3688dd93b44394,EMP151,Peter Owen,rebecca77@example.org,Employee,Developer,27-04-2019 16:45,^J1i0gLi,,
660feb0a6f3688dd93b44395,EMP152,Valerie York,george26@example.com,Employee,Solution Consultant,21-09-2020 22:49,)0LJspko,,
660feb0a6f3688dd93b44399,EMP156,Joseph Moreno,lindsayford@example.org,Employee,Solution Enabler,24-05-2018 21:04,af+3bLOp,,
660feb0a6f3688dd93b443a4,EMP167,Ryan Mack,lewismatthew@example.org,Employee,Developer,07-09-2023 20:53,qyD$2XNu,,
660feb0a6f3688dd93b443a6,EMP169,Richard Stone,jayjones@example.net,Employee,Senior Software Engineer,21-03-2020 15:42,HG!4D1hu,,
660feb0a6f3688dd93b443a8,EMP171,Veronica Smith,smithjose@example.net,Employee,Data Analyst,08-05-2022 19:20,^4Z4%Zlp,,
660feb0a6f3688dd93b443ac,EMP175,Sherri Harris,nathanielwright@example.net,Employee,Data Engineer,19-07-2021 10:11,+7TXScd4,,
660feb0a6f3688dd93b443ae,EMP177,Christine Morales MD,kaylathomas@example.org,Employee,Manager,03-03-2020 12:18,^7KLa$d1,,
660feb0a6f3688dd93b443b7,EMP186,Jacob Johnson,millerjeffrey@example.org,Employee,Senior Software Engineer,08-10-2020 00:36,&b1jXo$l,,
660feb0a6f3688dd93b443c0,EMP195,Dylan Allen,phoffman@example.com,Employee,Data Analyst,26-12-2018 13:46,%7OZt+vw,,
660feb0a6f3688dd93b443c1,EMP196,Jeffrey Barnett,thomasmoody@example.net,Employee,Data Analyst,12-10-2022 06:04,#NAME?,,
660feb0a6f3688dd93b443c3,EMP198,Danny Snyder,markmitchell@example.org,Employee,Data Engineer,29-11-2020 12:00,!!o$5D@q,,
660fee3f05e14882efb0afc6,EMP500,Manisha Bhandari,manishabhandari119@gmail.com,Admin,Solution Enabler,19-08-2021 01:52,1234,2024-04-06 18:39:24.471,
661224230ccdccd17b1e084c,INT200,Manisha Bhandari,manishabhandari@jmangroup.com,Intern,Trainee Engineer,2024-04-07 04:42:13.291000,hello,2024-04-07 04:42:13.291,0.0
6613726b575d5b967ace46b4,INT800,isita,ishita@gmail.com,Intern,Trainee Engineer,2024-04-08 04:28:27.401000,hello,2024-04-08 04:28:27.401,0.0
